subscription_id,account_id,start_date,end_date,plan_tier_x,seats_x,mrr_amount,arr_amount,is_trial_x,upgrade_flag,downgrade_flag,churn_flag_x,billing_frequency,auto_renew_flag,still_active,account_name,industry,country,signup_date,referral_source,plan_tier_y,seats_y,is_trial_y,churn_flag_y,total_usage_count,avg_usage_duration_secs,total_error_count,unique_features_used,churn_event_id,churn_date,reason_code,refund_amount_usd,preceding_upgrade_flag,preceding_downgrade_flag,is_reactivation,feedback_text,total_tickets,avg_resolution_time_hours
S-dd8371,A-fa2041,2024-07-25,2099-01-01,Basic,15,285,3420,False,False,False,False,annual,True,True,Company_211,HealthTech,US,2024-05-29,organic,Pro,15,True,False,74.0,2087.25,3.0,7.0,C-21efb6,2024-07-13,competitor,0.0,False,False,False,switched to competitor,1.0,16.0
S-7ab68f,A-bcbe98,2024-09-18,2099-01-01,Basic,46,0,0,True,False,False,False,annual,True,True,Company_452,Cybersecurity,US,2024-07-29,other,Enterprise,46,False,False,86.0,2695.285714285714,2.0,6.0,C-2886ac,2024-11-25,competitor,0.0,False,False,False,missing features,7.0,38.285714285714285
S-c619d6,A-ae052e,2024-09-02,2099-01-01,Pro,39,1911,22932,False,False,False,False,annual,True,True,Company_132,FinTech,CA,2023-09-11,other,Basic,39,False,False,27.0,3017.25,1.0,4.0,C-b0b16c,2024-12-14,competitor,0.0,False,False,False,too expensive,4.0,31.25
S-4e00a0,A-eb7c38,2024-11-01,2099-01-01,Pro,14,686,8232,False,False,False,False,annual,True,True,Company_47,DevTools,AU,2024-02-25,organic,Enterprise,5,False,False,83.0,4252.875,2.0,8.0,C-cfa54b,2024-03-22,budget,6.26,False,True,False,NaN,5.0,22.4
S-a0af0a,A-e60f9d,2024-12-19,2099-01-01,Enterprise,29,5771,69252,False,False,False,False,monthly,True,True,Company_178,FinTech,US,2024-08-26,other,Basic,29,False,False,26.0,3269.6666666666665,3.0,3.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,2.0,70.5
S-a67e83,A-c4ea60,2024-10-28,2099-01-01,Pro,18,882,10584,False,False,False,False,monthly,True,True,Company_18,FinTech,DE,2023-03-09,other,Enterprise,18,False,True,52.0,2921.0,2.0,6.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,5.0,36.0
S-9c735f,A-d49cc5,2024-07-06,2099-01-01,Basic,50,950,11400,False,False,False,False,annual,True,True,Company_275,Cybersecurity,FR,2023-09-19,event,Basic,50,False,False,25.0,4202.666666666667,4.0,3.0,C-0a0bf7,2024-04-12,competitor,0.0,False,False,False,missing features,4.0,32.0
S-4970c1,A-56962b,2024-09-03,2099-01-01,Basic,163,3097,37164,False,False,False,False,annual,True,True,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,False,False,26.0,3466.3333333333335,0.0,3.0,C-1f4cc0,2024-08-26,pricing,0.0,True,False,False,NaN,4.0,37.5
S-a46dd4,A-5a215a,2024-09-18,2099-01-01,Enterprise,87,17313,207756,False,False,False,False,annual,True,True,Company_358,EdTech,FR,2024-01-05,other,Enterprise,87,False,False,51.0,4522.0,3.0,4.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,4.0,29.5
S-96ead2,A-6a4e2d,2024-09-13,2099-01-01,Basic,26,494,5928,False,False,False,False,annual,True,True,Company_46,EdTech,UK,2023-04-07,partner,Pro,9,False,False,59.0,2919.3333333333335,2.0,5.0,C-57871b,2024-07-19,budget,0.0,False,False,False,NaN,2.0,18.5
S-4d8633,A-e83938,2024-07-17,2099-01-01,Pro,31,1519,18228,False,False,False,False,monthly,True,True,Company_111,DevTools,UK,2023-11-21,other,Pro,2,True,True,16.0,3391.5,4.0,2.0,C-2de339,2024-12-29,budget,13.5,False,False,False,NaN,4.0,31.0
S-788739,A-700ade,2024-11-07,2099-01-01,Enterprise,13,2587,31044,False,False,False,False,monthly,True,True,Company_472,Cybersecurity,UK,2024-10-31,organic,Enterprise,1,True,False,49.0,3213.6,4.0,5.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,4.0,30.25
S-0380a3,A-922109,2024-04-06,2099-01-01,Pro,3,147,1764,False,False,False,False,annual,True,True,Company_243,Cybersecurity,US,2024-01-26,ads,Pro,3,False,False,33.0,2532.25,2.0,4.0,C-c6f6fe,2024-12-17,support,0.0,False,False,False,NaN,3.0,25.333333333333332
S-e8eb5c,A-dfbd31,2024-09-17,2099-01-01,Pro,43,2107,25284,False,True,False,False,monthly,True,True,Company_190,DevTools,UK,2023-12-04,partner,Enterprise,14,False,False,28.0,3682.3333333333335,2.0,3.0,C-9d8799,2024-01-01,features,0.0,True,False,False,too expensive,6.0,29.666666666666668
S-cb100e,A-ff79f2,2024-10-21,2099-01-01,Basic,53,1007,12084,False,True,False,False,annual,True,True,Company_165,DevTools,US,2024-04-25,ads,Basic,8,False,True,21.0,2529.0,1.0,3.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,2.0,50.0
S-c26c22,A-dec005,2023-10-17,2099-01-01,Basic,21,0,0,True,False,False,False,annual,False,True,Company_445,HealthTech,US,2023-10-13,partner,Pro,21,False,False,58.0,2800.1666666666665,9.0,5.0,C-573a5c,2024-11-23,support,0.0,False,False,False,missing features,2.0,59.0
S-1cf9b0,A-922109,2024-07-15,2024-12-27,Pro,9,441,5292,False,False,False,True,monthly,False,False,Company_243,Cybersecurity,US,2024-01-26,ads,Pro,3,False,False,102.0,4199.777777777777,2.0,7.0,C-c6f6fe,2024-12-17,support,0.0,False,False,False,NaN,3.0,25.333333333333332
S-26bf58,A-65a46c,2024-05-05,2099-01-01,Pro,37,1813,21756,False,False,False,False,monthly,True,True,Company_95,HealthTech,US,2023-11-04,event,Pro,1,False,False,26.0,3701.0,2.0,3.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,8.0,45.125
S-106bf6,A-09540c,2024-08-04,2099-01-01,Basic,67,1273,15276,False,False,False,False,monthly,True,True,Company_239,Cybersecurity,CA,2023-10-30,event,Basic,67,True,False,58.0,3171.4,5.0,4.0,C-d4c4c6,2024-03-05,unknown,71.44,False,False,False,NaN,2.0,28.0
S-511e50,A-3c1a3f,2024-10-13,2099-01-01,Enterprise,1,199,2388,False,False,False,False,annual,True,True,Company_224,DevTools,UK,2023-08-26,event,Pro,1,False,False,55.0,2764.5,0.0,6.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,4.0,33.25
S-69b070,A-a6d261,2024-09-18,2099-01-01,Enterprise,27,5373,64476,False,True,False,False,annual,True,True,Company_303,FinTech,CA,2023-11-29,other,Pro,9,False,False,109.0,2506.3636363636365,6.0,11.0,C-b60cf0,2024-03-10,unknown,99.94,True,False,False,missing features,4.0,40.0
S-648397,A-5fe118,2024-12-02,2099-01-01,Pro,123,6027,72324,False,False,False,False,monthly,True,True,Company_374,Cybersecurity,US,2024-11-07,other,Enterprise,39,False,False,46.0,2552.5,0.0,4.0,C-190a42,2024-12-16,features,114.86,False,False,False,NaN,1.0,19.0
S-3ceff3,A-029f69,2024-09-14,2099-01-01,Enterprise,15,2985,35820,False,False,False,False,annual,True,True,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,False,77.0,3137.8888888888887,10.0,8.0,C-0340b2,2024-10-31,competitor,0.0,False,False,False,switched to competitor,2.0,42.0
S-3d8c2f,A-51ec1b,2024-10-20,2024-11-27,Pro,23,1127,13524,False,True,True,True,monthly,True,False,Company_247,DevTools,US,2023-11-08,ads,Enterprise,7,False,False,25.0,1534.6666666666667,1.0,3.0,C-76d762,2023-12-09,unknown,0.0,True,False,True,too expensive,3.0,52.333333333333336
S-1be5a9,A-d26ab4,2024-11-21,2099-01-01,Enterprise,27,5373,64476,False,False,False,False,monthly,True,True,Company_497,DevTools,UK,2024-11-07,organic,Basic,9,False,True,54.0,2704.0,1.0,4.0,C-92da55,2024-12-26,pricing,86.02,False,False,False,too expensive,2.0,49.5
S-507731,A-e43bf7,2024-06-02,2099-01-01,Pro,44,2156,25872,False,False,False,False,annual,True,True,Company_215,Cybersecurity,AU,2023-03-24,other,Pro,44,False,False,59.0,3401.285714285714,10.0,7.0,C-2d03fc,2023-06-24,pricing,0.0,False,False,False,missing features,5.0,27.4
S-04b127,A-a6d261,2023-12-13,2099-01-01,Basic,9,171,2052,False,False,False,False,monthly,True,True,Company_303,FinTech,CA,2023-11-29,other,Pro,9,False,False,24.0,5422.0,0.0,2.0,C-b60cf0,2024-03-10,unknown,99.94,True,False,False,missing features,4.0,40.0
S-e27e43,A-700ade,2024-11-19,2099-01-01,Enterprise,48,9552,114624,False,False,False,False,monthly,True,True,Company_472,Cybersecurity,UK,2024-10-31,organic,Enterprise,1,True,False,49.0,2631.8,1.0,5.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,4.0,30.25
S-b099ea,A-ac9111,2024-12-21,2099-01-01,Enterprise,21,4179,50148,False,False,False,False,monthly,True,True,Company_487,HealthTech,US,2023-08-12,event,Pro,21,True,False,26.0,3336.3333333333335,3.0,3.0,C-75abb3,2024-06-25,budget,0.0,True,False,False,missing features,3.0,24.666666666666668
S-dcc084,A-526d93,2024-10-01,2099-01-01,Basic,43,817,9804,False,False,False,False,monthly,True,True,Company_66,HealthTech,FR,2024-04-14,organic,Basic,43,False,False,57.0,2551.0,3.0,6.0,C-864169,2024-08-05,support,6.77,False,False,False,switched to competitor,5.0,51.4
S-165850,A-d5a319,2023-09-25,2099-01-01,Pro,15,735,8820,False,False,False,False,annual,True,True,Company_158,FinTech,US,2023-05-04,other,Enterprise,15,False,True,45.0,4144.75,0.0,4.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,1.0,17.0
S-367d84,A-68f37c,2023-12-31,2099-01-01,Pro,11,539,6468,False,False,False,False,monthly,True,True,Company_202,HealthTech,US,2023-07-15,ads,Basic,4,False,False,44.0,2162.2,2.0,4.0,C-0d5e99,2024-06-29,unknown,0.0,False,False,True,too expensive,5.0,20.2
S-db7c1d,A-4814a3,2024-10-05,2099-01-01,Basic,87,1653,19836,False,False,False,False,monthly,True,True,Company_337,Cybersecurity,IN,2024-09-17,event,Basic,87,False,True,87.0,3359.8888888888887,7.0,7.0,C-85e84b,2024-11-25,pricing,0.0,False,False,False,too expensive,4.0,18.75
S-303f63,A-ba6516,2024-04-03,2099-01-01,Basic,27,513,6156,False,False,False,False,monthly,True,True,Company_154,FinTech,US,2023-10-29,ads,Pro,27,False,False,59.0,2680.3333333333335,6.0,6.0,C-b411ad,2024-03-17,budget,0.0,False,False,False,NaN,6.0,31.5
S-f2b79f,A-65aeb5,2024-05-08,2099-01-01,Pro,9,441,5292,False,False,True,False,monthly,False,True,Company_120,DevTools,US,2024-01-25,partner,Pro,9,False,False,27.0,2379.6666666666665,5.0,3.0,C-118bea,2024-12-02,budget,0.0,True,False,True,missing features,2.0,42.5
S-806d7b,A-cb5333,2024-07-29,2099-01-01,Basic,37,703,8436,False,False,False,False,annual,True,True,Company_370,DevTools,US,2024-03-26,ads,Pro,33,False,False,51.0,2749.4,2.0,5.0,C-4f6e40,2024-08-11,features,0.0,False,False,False,too expensive,4.0,30.75
S-04fd47,A-0a282f,2024-10-27,2099-01-01,Basic,12,228,2736,False,False,False,False,annual,True,True,Company_2,DevTools,US,2024-08-27,organic,Basic,1,False,False,28.0,2494.3333333333335,2.0,3.0,C-484fba,2024-12-31,support,62.66,False,True,False,too expensive,3.0,43.666666666666664
S-cc9b9d,A-94f8c9,2024-11-25,2099-01-01,Enterprise,13,2587,31044,False,False,False,False,annual,True,True,Company_51,HealthTech,US,2024-03-29,other,Basic,13,False,False,17.0,2416.3333333333335,7.0,3.0,C-bb53cb,2024-05-02,budget,0.0,False,False,False,NaN,3.0,47.333333333333336
S-76bf6c,A-1f559b,2023-12-21,2099-01-01,Pro,5,245,2940,False,False,False,False,annual,True,True,Company_357,HealthTech,US,2023-09-04,organic,Enterprise,5,True,True,31.0,2075.0,3.0,3.0,C-5e0b68,2024-09-28,features,0.0,False,False,False,NaN,5.0,50.4
S-46852c,A-58b9ff,2024-09-26,2099-01-01,Enterprise,76,15124,181488,False,False,False,False,monthly,True,True,Company_425,DevTools,IN,2024-05-31,partner,Enterprise,2,False,False,32.0,3447.3333333333335,2.0,3.0,C-79999b,2024-10-10,pricing,0.0,False,False,False,too expensive,2.0,66.0
S-9a0b2f,A-756192,2023-09-17,2099-01-01,Pro,19,0,0,True,True,False,False,monthly,True,True,Company_390,FinTech,IN,2023-06-11,other,Basic,19,False,False,48.0,3361.6,7.0,5.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,3.0,37.333333333333336
S-06447b,A-17939a,2024-12-27,2099-01-01,Pro,1,49,588,False,False,False,False,annual,True,True,Company_162,HealthTech,US,2024-12-26,organic,Basic,1,False,False,31.0,2465.75,4.0,4.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,7.0,38.0
S-c6e62c,A-a09355,2024-10-21,2099-01-01,Enterprise,14,2786,33432,False,False,False,False,annual,True,True,Company_459,FinTech,US,2024-08-10,organic,Basic,14,False,False,57.0,3215.4,6.0,5.0,C-675c0a,2024-10-18,support,135.11,False,False,False,NaN,5.0,32.6
S-b5162d,A-202b67,2024-10-09,2099-01-01,Enterprise,29,5771,69252,False,False,False,False,monthly,True,True,Company_305,HealthTech,US,2024-03-22,organic,Pro,11,False,False,48.0,2997.25,2.0,5.0,C-f918d7,2024-03-30,features,69.59,False,False,False,NaN,4.0,36.75
S-e98121,A-56962b,2024-12-15,2099-01-01,Enterprise,163,32437,389244,False,False,False,False,monthly,True,True,Company_177,EdTech,UK,2024-04-09,partner,Enterprise,163,False,False,61.0,3011.6666666666665,5.0,6.0,C-1f4cc0,2024-08-26,pricing,0.0,True,False,False,NaN,4.0,37.5
S-2852dd,A-e51ec7,2024-12-19,2099-01-01,Enterprise,10,1990,23880,False,False,False,False,monthly,True,True,Company_113,FinTech,CA,2023-09-23,partner,Enterprise,2,False,False,41.0,1902.3333333333333,3.0,3.0,C-d08588,2024-01-15,budget,0.0,False,False,False,too expensive,3.0,37.0
S-128f55,A-751c58,2024-09-16,2099-01-01,Pro,45,2205,26460,False,False,False,False,annual,True,True,Company_393,FinTech,UK,2024-07-18,organic,Basic,15,False,False,75.0,2231.875,0.0,8.0,C-1dce6d,2024-12-16,budget,0.0,False,False,False,too expensive,5.0,39.6
S-615487,A-fa3095,2024-05-16,2099-01-01,Basic,70,1330,15960,False,False,False,False,annual,True,True,Company_174,FinTech,US,2023-09-03,ads,Basic,70,False,False,44.0,2502.0,6.0,5.0,C-8cce4c,2023-12-23,support,0.0,False,False,False,missing features,5.0,49.2
S-c95ecc,A-bb1eaa,2024-06-30,2099-01-01,Enterprise,21,4179,50148,False,False,False,False,monthly,True,True,Company_468,Cybersecurity,US,2024-06-11,organic,Basic,21,False,False,36.0,2733.5,2.0,4.0,C-5d5768,2024-08-15,pricing,0.0,False,True,False,too expensive,6.0,23.5
S-a2ee32,A-2922b6,2024-12-15,2099-01-01,Basic,15,285,3420,False,False,False,False,monthly,True,True,Company_70,HealthTech,US,2024-11-14,organic,Basic,15,False,False,74.0,4827.5,0.0,6.0,C-248550,2024-12-25,competitor,0.0,False,False,False,missing features,2.0,15.5
S-8eab5b,A-2e3bad,2024-01-14,2024-03-01,Pro,61,2989,35868,False,False,False,True,annual,True,False,Company_108,FinTech,CA,2023-08-13,other,Pro,61,False,False,38.0,1822.75,5.0,4.0,C-6c63bc,2024-03-30,features,0.0,False,False,False,missing features,5.0,31.4
S-3223a2,A-13466a,2024-09-20,2099-01-01,Basic,9,171,2052,False,False,False,False,annual,True,True,Company_196,DevTools,AU,2023-10-22,event,Basic,2,False,True,38.0,2981.2,5.0,5.0,C-4d517f,2023-11-18,support,0.0,False,False,False,switched to competitor,3.0,32.333333333333336
S-b81ed3,A-ee42db,2024-02-10,2099-01-01,Pro,13,0,0,True,False,False,False,annual,True,True,Company_77,EdTech,DE,2023-04-25,ads,Enterprise,13,False,False,23.0,2904.0,0.0,2.0,C-a6aa23,2023-10-13,support,0.0,False,True,False,missing features,4.0,33.75
S-d031a4,A-cdf020,2024-10-09,2099-01-01,Pro,44,2156,25872,False,False,False,False,monthly,True,True,Company_345,DevTools,AU,2023-08-16,organic,Pro,23,False,False,24.0,5166.0,0.0,2.0,C-3efa9b,2024-11-07,support,0.0,False,False,True,too expensive,4.0,29.5
S-5a2a05,A-9f9299,2024-04-04,2099-01-01,Basic,28,532,6384,False,False,False,False,monthly,True,True,Company_133,FinTech,US,2023-09-02,organic,Enterprise,28,True,False,90.0,2371.75,8.0,7.0,C-1965c1,2024-10-08,competitor,0.0,False,False,False,NaN,5.0,36.2
S-aa3dd4,A-aa9511,2024-09-23,2099-01-01,Enterprise,58,0,0,True,False,False,False,monthly,True,True,Company_203,DevTools,US,2023-10-10,other,Pro,23,True,False,35.0,1784.5,5.0,3.0,C-e601dc,2023-10-17,competitor,0.0,False,False,False,NaN,2.0,56.5
S-cfcb11,A-b3fe05,2024-12-20,2099-01-01,Basic,19,0,0,True,False,False,False,annual,False,True,Company_238,Cybersecurity,CA,2024-05-28,partner,Pro,8,False,False,32.0,1561.75,1.0,4.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,4.0,48.25
S-a5a9b8,A-94c3cd,2024-09-29,2099-01-01,Basic,45,855,10260,False,False,False,False,annual,False,True,Company_351,FinTech,CA,2023-09-20,other,Enterprise,32,False,False,34.0,2095.25,2.0,4.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,4.0,44.75
S-b559da,A-e19ff6,2023-08-09,2099-01-01,Basic,8,152,1824,False,False,False,False,annual,True,True,Company_411,Cybersecurity,UK,2023-07-28,partner,Enterprise,1,False,False,26.0,1223.3333333333333,0.0,2.0,C-3bf203,2024-06-27,competitor,0.0,False,False,False,switched to competitor,3.0,30.666666666666668
S-43c80c,A-118d55,2024-12-25,2099-01-01,Pro,12,588,7056,False,False,False,False,annual,True,True,Company_65,Cybersecurity,US,2024-10-22,organic,Basic,8,False,False,57.0,1848.8333333333333,8.0,4.0,C-4b071b,2024-11-25,unknown,0.0,True,True,False,missing features,5.0,24.2
S-5d5699,A-1b9609,2024-06-16,2099-01-01,Enterprise,35,6965,83580,False,False,False,False,annual,True,True,Company_5,EdTech,IN,2023-10-12,ads,Enterprise,4,False,False,46.0,2387.3333333333335,4.0,6.0,C-0b2d8c,2024-01-02,unknown,0.0,False,False,False,switched to competitor,4.0,43.0
S-e44044,A-eb2fdc,2024-12-19,2099-01-01,Basic,31,589,7068,False,False,False,False,annual,True,True,Company_216,DevTools,AU,2023-11-21,organic,Enterprise,31,False,True,83.0,2975.875,0.0,6.0,C-cfb464,2024-05-26,competitor,0.0,False,False,False,missing features,5.0,33.6
S-83f2e5,A-e1462e,2023-12-01,2099-01-01,Enterprise,29,5771,69252,False,True,False,False,monthly,True,True,Company_217,FinTech,UK,2023-03-12,partner,Basic,15,False,False,66.0,2529.3333333333335,2.0,6.0,C-e73b7f,2023-10-05,support,0.0,False,False,True,too expensive,2.0,39.5
S-ba3fc7,A-dcc2f0,2024-10-25,2099-01-01,Enterprise,15,2985,35820,False,False,False,False,annual,True,True,Company_309,FinTech,UK,2023-07-22,organic,Basic,15,False,False,19.0,3340.5,0.0,2.0,C-df72bb,2024-04-10,features,0.0,True,False,False,NaN,2.0,27.0
S-b51d34,A-2d1036,2024-10-13,2024-11-24,Enterprise,69,13731,164772,False,False,False,True,annual,True,False,Company_399,FinTech,US,2024-06-14,ads,Pro,69,False,True,55.0,2739.714285714286,4.0,7.0,C-2e2f04,2024-10-19,budget,0.0,True,False,False,missing features,5.0,37.8
S-8a3abd,A-6f8ad2,2024-08-23,2099-01-01,Pro,26,1274,15288,False,False,False,False,annual,True,True,Company_57,EdTech,IN,2024-07-09,organic,Basic,1,False,False,47.0,3671.0,1.0,4.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,4.0,35.25
S-f677d3,A-dec005,2024-09-22,2099-01-01,Basic,21,399,4788,False,False,False,False,monthly,True,True,Company_445,HealthTech,US,2023-10-13,partner,Pro,21,False,False,28.0,2201.0,5.0,4.0,C-573a5c,2024-11-23,support,0.0,False,False,False,missing features,2.0,59.0
S-e7e4bd,A-1f0ac7,2024-02-15,2099-01-01,Enterprise,24,4776,57312,False,False,False,False,annual,True,True,Company_3,HealthTech,UK,2023-08-27,other,Basic,24,True,False,114.0,2655.6153846153848,8.0,12.0,C-109d03,2024-11-08,support,0.0,True,False,False,missing features,2.0,29.0
S-1c23d2,A-186a44,2024-11-14,2099-01-01,Pro,20,0,0,True,False,False,False,monthly,True,True,Company_101,HealthTech,US,2023-08-07,ads,Enterprise,20,False,False,30.0,2914.0,2.0,3.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,7.0,38.285714285714285
S-22778a,A-328bd0,2024-02-28,2099-01-01,Basic,18,342,4104,False,False,False,False,monthly,False,True,Company_237,HealthTech,AU,2023-05-16,partner,Enterprise,18,False,False,50.0,3842.6,4.0,4.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,5.0,46.0
S-c3b622,A-82d8a6,2024-12-29,2099-01-01,Pro,5,0,0,True,True,False,False,annual,True,True,Company_444,Cybersecurity,UK,2024-11-28,ads,Basic,5,False,False,70.0,3742.6666666666665,0.0,6.0,C-97ab4b,2024-12-29,features,0.0,False,False,False,switched to competitor,5.0,42.2
S-33598f,A-32fb14,2024-11-09,2099-01-01,Enterprise,26,5174,62088,False,False,False,False,annual,True,True,Company_25,DevTools,US,2023-03-07,event,Enterprise,26,False,True,58.0,3454.6,4.0,4.0,C-f51f1d,2024-04-28,competitor,0.0,False,False,False,too expensive,5.0,34.0
S-32e881,A-029f69,2024-10-10,2024-11-16,Pro,3,0,0,True,False,False,True,monthly,True,False,Company_129,Cybersecurity,CA,2024-03-07,event,Basic,3,False,False,61.0,2788.3333333333335,1.0,6.0,C-0340b2,2024-10-31,competitor,0.0,False,False,False,switched to competitor,2.0,42.0
S-0b054a,A-4e960a,2024-06-01,2099-01-01,Basic,40,760,9120,False,False,False,False,annual,True,True,Company_277,FinTech,US,2024-01-17,other,Enterprise,12,True,True,31.0,3100.6666666666665,1.0,3.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,6.0,29.166666666666668
S-71c55a,A-296d7c,2024-06-08,2099-01-01,Basic,2,38,456,False,False,False,False,annual,False,True,Company_182,DevTools,DE,2023-11-08,other,Enterprise,2,False,False,50.0,3720.25,0.0,3.0,C-5b6094,2024-11-04,budget,0.0,False,False,False,too expensive,5.0,50.4
S-269b4a,A-5b1bcd,2024-02-15,2099-01-01,Enterprise,73,14527,174324,False,False,False,False,monthly,True,True,Company_166,DevTools,US,2023-09-16,organic,Pro,73,False,False,33.0,3591.3333333333335,0.0,3.0,C-d8d1fd,2024-08-07,competitor,4.45,False,False,False,NaN,4.0,43.25
S-93592e,A-202b67,2024-05-18,2099-01-01,Pro,61,2989,35868,False,False,False,False,monthly,True,True,Company_305,HealthTech,US,2024-03-22,organic,Pro,11,False,False,32.0,1481.25,5.0,4.0,C-f918d7,2024-03-30,features,69.59,False,False,False,NaN,4.0,36.75
S-bba658,A-e4bf56,2024-12-17,2099-01-01,Basic,17,323,3876,False,False,False,False,monthly,False,True,Company_272,HealthTech,IN,2024-10-28,ads,Pro,17,False,True,73.0,4184.0,1.0,6.0,Nan,2099-01-01,Nan,0.0,Nan,Nan,Nan,Nan,8.0,29.125
S-073381,A-2bc93d,2024-09-11,2024-09-27,Basic,14,266,3192,False,False,False,True,monthly,False,False,Company_43,HealthTech,US,2023-03-14,event,Basic,14,False,False,10.0,4670.0,0.0,1.0,C-9b6151,2024-08-15,competitor,99.1,False,False,True,switched to competitor,2.0,12.0
S-c0820a,A-6a7c9d,2024-12-26,2099-01-01,Pro,26,1274,15288,False,False,False,False,annual,True,True,Company_324,Cybersecurity,US,2024-10-24,organic,Enterprise,26,False,True,22.0,5536.0,2.0,2.0,C-4f6d90,2024-11-15,features,178.84,False,False,False,missing features,3.0,34.333333333333336
S-dd73ac,A-39b19f,2024-05-17,2099-01-01,Enterprise,14,2786,33432,False,False,False,False,monthly,False,True,Company_176,FinTech,US,2023-02-03,partner,Enterprise,1,False,False,39.0,2708.6,7.0,4.0,C-4dc992,2023-03-11,unknown,0.0,False,False,False,NaN,6.0,47.833333333333336
S-e32b16,A-d77f4c,2024-11-20,2099-01-01,Enterprise,29,5771,69252,False,False,False,False,annual,True,True,Company_470,DevTools,US,2023-09-25,partner,Pro,4,True,False,70.0,3011.0,6.0,7.0,C-89af4e,2024-08-06,budget,0.0,False,True,False,too expensive,2.0,31.0
S-070d42,A-684255,2024-05-23,2099-01-01,Pro,23,1127,13524,False,True,False,False,annual,True,True,Company_20,FinTech,US,2024-04-14,ads,Enterprise,9,False,False,51.0,2422.4,3.0,5.0,C-c6a403,2024-05-04,budget,0.0,False,False,True,missing features,4.0,14.25
S-396546,A-832ec2,2024-02-02,2099-01-01,Enterprise,19,3781,45372,False,False,False,False,monthly,False,True,Company_19,FinTech,UK,2023-11-19,event,Enterprise,4,True,False,47.0,4179.25,2.0,4.0,C-ca5f4b,2024-09-15,pricing,0.0,True,False,False,switched to competitor,3.0,26.0
S-c22c29,A-692f18,2024-12-15,2024-12-17,Enterprise,28,5572,66864,False,False,False,True,annual,True,False,Company_195,EdTech,US,2024-03-28,other,Basic,5,True,True,44.0,3485.5,1.0,4.0,C-2cccb0,2024-12-23,support,0.0,True,False,False,switched to competitor,2.0,37.5
S-e73cdf,A-b7ef83,2024-11-08,2099-01-01,Enterprise,44,8756,105072,False,False,False,False,annual,False,True,Company_474,Cybersecurity,UK,2024-05-29,partner,Pro,1,True,False,50.0,3411.4,2.0,5.0,C-cd8fba,2024-06-01,unknown,0.0,False,False,True,too expensive,2.0,47.5
S-1976bb,A-eb2fdc,2024-06-13,2099-01-01,Basic,31,589,7068,False,False,False,False,monthly,True,True,Company_216,DevTools,AU,2023-11-21,organic,Enterprise,31,False,True,40.0,3446.6,2.0,5.0,C-cfb464,2024-05-26,competitor,0.0,False,False,False,missing features,5.0,33.6
S-3f08d7,A-d792a6,2023-10-13,2099-01-01,Enterprise,4,796,9552,False,False,True,False,monthly,True,True,Company_486,DevTools,US,2023-01-23,organic,Enterprise,4,False,False,60.0,4113.2,6.0,4.0,C-3e764b,2023-09-11,competitor,0.0,False,False,False,too expensive,5.0,40.6
S-db6454,A-0f3e88,2024-10-08,2099-01-01,Basic,11,209,2508,False,False,False,False,monthly,True,True,Company_428,HealthTech,US,2023-07-23,other,Basic,7,False,True,26.0,1916.3333333333333,6.0,3.0,C-59d7bd,2024-08-11,budget,0.0,False,False,False,missing features,3.0,48.0
S-6ab430,A-b07b56,2024-11-24,2099-01-01,Pro,25,1225,14700,False,False,False,False,monthly,True,True,Company_292,DevTools,US,2024-11-08,event,Pro,25,False,True,25.0,859.6666666666666,0.0,3.0,C-bd5b55,2024-12-24,budget,0.0,False,False,False,switched to competitor,4.0,31.25
S-04d260,A-d82ef9,2024-07-14,2099-01-01,Pro,26,0,0,True,False,False,False,annual,False,True,Company_355,EdTech,UK,2024-07-02,other,Basic,26,False,True,43.0,3033.25,1.0,4.0,C-cc90be,2024-08-06,budget,74.94,False,False,False,switched to competitor,5.0,39.8
S-77f7fd,A-425e76,2024-08-06,2099-01-01,Pro,27,1323,15876,False,False,False,False,monthly,True,True,Company_110,DevTools,UK,2023-05-17,other,Enterprise,8,False,True,53.0,2068.1666666666665,5.0,6.0,C-ae47d1,2024-10-22,competitor,0.0,False,False,False,switched to competitor,5.0,48.2
